source,sha256,unit,raw_rows,prepared_rows,final_shape,target_column,id_column,feature_count,dropped_columns,cleaning_actions,dataset_note,limitation
C:\Sriram Churn\IBM_Telco_customer_churn_IBM_dataset.csv,700af502733c9ebde7678e120f02eec0a99de50ecb8abbd97e281e309583c08c,one row per telco customer,7043,7043,"[7043, 29]",Churn Value,CustomerID,27,"['Count', 'Country', 'State', 'City', 'Zip Code', 'Lat Long', 'Latitude', 'Longitude', 'Churn Label', 'Churn Score', 'CLTV', 'Churn Reason']","['removed rows with missing target only', 'coerced Total Charges to numeric', 'created derived features', 'retained missing inputs for pipeline imputation']",The project uses one consolidated IBM Telco CSV because the original multi-file source could not be obtained reliably.,The Iranian churn file is schema-incompatible and was not used for direct validation.
